,path,label,split,from_dataset
63,train/1/Celeb-synthesis__id19_id21_0006.mp4/*.png,1,train,DFDS
64,train/1/Celeb-synthesis__id23_id19_0003.mp4/*.png,1,train,DFDS
65,train/1/Celeb-synthesis__id44_id41_0005.mp4/*.png,1,train,DFDS
66,train/1/Celeb-synthesis__id2_id23_0001.mp4/*.png,1,train,DFDS
67,train/1/Celeb-synthesis__id33_id29_0000.mp4/*.png,1,train,DFDS
68,train/1/Celeb-synthesis__id55_id51_0004.mp4/*.png,1,train,DFDS
69,train/1/Celeb-synthesis__id53_id55_0004.mp4/*.png,1,train,DFDS
70,train/1/Celeb-synthesis__id4_id3_0008.mp4/*.png,1,train,DFDS
71,train/1/Celeb-synthesis__id0_id1_0006.mp4/*.png,1,train,DFDS
72,train/1/Celeb-synthesis__id40_id44_0001.mp4/*.png,1,train,DFDS
73,train/1/Celeb-synthesis__id11_id7_0001.mp4/*.png,1,train,DFDS
74,train/1/Celeb-synthesis__id56_id52_0009.mp4/*.png,1,train,DFDS
75,train/1/Celeb-synthesis__id38_id28_0001.mp4/*.png,1,train,DFDS
76,train/1/Celeb-synthesis__id53_id54_0009.mp4/*.png,1,train,DFDS
77,train/1/Celeb-synthesis__id27_id24_0003.mp4/*.png,1,train,DFDS
78,train/1/Celeb-synthesis__id34_id31_0007.mp4/*.png,1,train,DFDS
79,train/1/Celeb-synthesis__id6_id1_0008.mp4/*.png,1,train,DFDS
80,train/1/Celeb-synthesis__id31_id38_0000.mp4/*.png,1,train,DFDS
81,train/1/Celeb-synthesis__id1_id23_0001.mp4/*.png,1,train,DFDS
82,train/1/Celeb-synthesis__id38_id33_0005.mp4/*.png,1,train,DFDS
83,train/1/Celeb-synthesis__id3_id30_0003.mp4/*.png,1,train,DFDS
84,train/1/Celeb-synthesis__id29_id26_0004.mp4/*.png,1,train,DFDS
85,train/1/Celeb-synthesis__id23_id35_0004.mp4/*.png,1,train,DFDS
86,train/1/Celeb-synthesis__id2_id20_0007.mp4/*.png,1,train,DFDS
87,train/1/Celeb-synthesis__id30_id16_0006.mp4/*.png,1,train,DFDS
88,train/1/Celeb-synthesis__id57_id51_0008.mp4/*.png,1,train,DFDS
89,train/1/Celeb-synthesis__id24_id28_0005.mp4/*.png,1,train,DFDS
90,train/1/Celeb-synthesis__id61_id60_0005.mp4/*.png,1,train,DFDS
91,train/1/Celeb-synthesis__id35_id21_0002.mp4/*.png,1,train,DFDS
92,train/1/Celeb-synthesis__id23_id31_0000.mp4/*.png,1,train,DFDS
93,train/1/Celeb-synthesis__id30_id37_0008.mp4/*.png,1,train,DFDS
94,train/1/Celeb-synthesis__id30_id9_0004.mp4/*.png,1,train,DFDS
95,train/1/Celeb-synthesis__id26_id24_0004.mp4/*.png,1,train,DFDS
96,train/1/Celeb-synthesis__id27_id25_0006.mp4/*.png,1,train,DFDS
97,train/1/Celeb-synthesis__id6_id9_0003.mp4/*.png,1,train,DFDS
98,train/1/Celeb-synthesis__id27_id28_0009.mp4/*.png,1,train,DFDS
99,train/1/Celeb-synthesis__id43_id47_0002.mp4/*.png,1,train,DFDS
100,train/1/Celeb-synthesis__id1_id31_0004.mp4/*.png,1,train,DFDS
101,train/1/Celeb-synthesis__id23_id32_0000.mp4/*.png,1,train,DFDS
102,train/1/Celeb-synthesis__id37_id6_0006.mp4/*.png,1,train,DFDS
103,train/1/Celeb-synthesis__id1_id23_0006.mp4/*.png,1,train,DFDS
104,train/1/Celeb-synthesis__id11_id7_0004.mp4/*.png,1,train,DFDS
105,train/1/Celeb-synthesis__id9_id37_0006.mp4/*.png,1,train,DFDS
106,train/1/Celeb-synthesis__id3_id4_0006.mp4/*.png,1,train,DFDS
107,train/1/Celeb-synthesis__id23_id34_0006.mp4/*.png,1,train,DFDS
108,train/1/Celeb-synthesis__id27_id21_0004.mp4/*.png,1,train,DFDS
109,train/1/Celeb-synthesis__id43_id42_0001.mp4/*.png,1,train,DFDS
110,train/1/Celeb-synthesis__id40_id41_0000.mp4/*.png,1,train,DFDS
111,train/1/Celeb-synthesis__id9_id26_0001.mp4/*.png,1,train,DFDS
112,train/1/Celeb-synthesis__id10_id7_0009.mp4/*.png,1,train,DFDS
113,train/1/Celeb-synthesis__id28_id1_0000.mp4/*.png,1,train,DFDS
114,train/1/Celeb-synthesis__id29_id28_0000.mp4/*.png,1,train,DFDS
115,train/1/Celeb-synthesis__id16_id9_0006.mp4/*.png,1,train,DFDS
116,train/1/Celeb-synthesis__id52_id57_0000.mp4/*.png,1,train,DFDS
117,train/1/Celeb-synthesis__id39_id43_0004.mp4/*.png,1,train,DFDS
118,train/1/Celeb-synthesis__id0_id2_0009.mp4/*.png,1,train,DFDS
119,train/1/Celeb-synthesis__id45_id48_0009.mp4/*.png,1,train,DFDS
120,train/1/Celeb-synthesis__id10_id11_0005.mp4/*.png,1,train,DFDS
121,train/1/Celeb-synthesis__id55_id50_0009.mp4/*.png,1,train,DFDS
122,train/1/Celeb-synthesis__id26_id29_0008.mp4/*.png,1,train,DFDS
123,train/1/Celeb-synthesis__id16_id9_0000.mp4/*.png,1,train,DFDS
124,train/1/Celeb-synthesis__id23_id21_0002.mp4/*.png,1,train,DFDS
125,train/1/Celeb-synthesis__id46_id41_0008.mp4/*.png,1,train,DFDS
126,train/1/Celeb-synthesis__id49_id56_0009.mp4/*.png,1,train,DFDS
127,train/1/Celeb-synthesis__id57_id51_0006.mp4/*.png,1,train,DFDS
128,train/1/Celeb-synthesis__id40_id41_0004.mp4/*.png,1,train,DFDS
129,train/1/Celeb-synthesis__id30_id34_0007.mp4/*.png,1,train,DFDS
130,train/1/Celeb-synthesis__id23_id1_0003.mp4/*.png,1,train,DFDS
131,train/1/Celeb-synthesis__id48_id45_0006.mp4/*.png,1,train,DFDS
132,train/1/Celeb-synthesis__id5_id59_0007.mp4/*.png,1,train,DFDS
133,train/1/Celeb-synthesis__id31_id30_0009.mp4/*.png,1,train,DFDS
134,train/1/Celeb-synthesis__id55_id50_0002.mp4/*.png,1,train,DFDS
135,train/1/Celeb-synthesis__id3_id9_0009.mp4/*.png,1,train,DFDS
136,train/1/Celeb-synthesis__id30_id35_0001.mp4/*.png,1,train,DFDS
137,train/1/Celeb-synthesis__id28_id33_0003.mp4/*.png,1,train,DFDS
138,train/1/Celeb-synthesis__id26_id31_0001.mp4/*.png,1,train,DFDS
139,train/1/Celeb-synthesis__id2_id31_0008.mp4/*.png,1,train,DFDS
140,train/1/Celeb-synthesis__id31_id30_0006.mp4/*.png,1,train,DFDS
141,train/1/Celeb-synthesis__id30_id3_0006.mp4/*.png,1,train,DFDS
142,train/1/Celeb-synthesis__id51_id50_0007.mp4/*.png,1,train,DFDS
143,train/1/Celeb-synthesis__id27_id20_0008.mp4/*.png,1,train,DFDS
144,train/1/Celeb-synthesis__id2_id0_0007.mp4/*.png,1,train,DFDS
145,train/1/Celeb-synthesis__id26_id4_0003.mp4/*.png,1,train,DFDS
146,train/1/Celeb-synthesis__id57_id49_0002.mp4/*.png,1,train,DFDS
147,train/1/Celeb-synthesis__id2_id35_0003.mp4/*.png,1,train,DFDS
148,train/1/Celeb-synthesis__id35_id32_0004.mp4/*.png,1,train,DFDS
149,train/1/Celeb-synthesis__id16_id0_0010.mp4/*.png,1,train,DFDS
150,train/1/Celeb-synthesis__id59_id61_0007.mp4/*.png,1,train,DFDS
151,train/1/Celeb-synthesis__id43_id44_0008.mp4/*.png,1,train,DFDS
152,train/1/Celeb-synthesis__id37_id29_0009.mp4/*.png,1,train,DFDS
153,train/1/Celeb-synthesis__id0_id17_0006.mp4/*.png,1,train,DFDS
154,train/1/Celeb-synthesis__id30_id28_0009.mp4/*.png,1,train,DFDS
155,train/1/Celeb-synthesis__id46_id43_0001.mp4/*.png,1,train,DFDS
156,train/1/Celeb-synthesis__id0_id1_0009.mp4/*.png,1,train,DFDS
157,train/1/Celeb-synthesis__id58_id54_0005.mp4/*.png,1,train,DFDS
158,train/1/Celeb-synthesis__id50_id52_0006.mp4/*.png,1,train,DFDS
159,train/1/Celeb-synthesis__id31_id21_0008.mp4/*.png,1,train,DFDS
160,train/1/Celeb-synthesis__id2_id20_0001.mp4/*.png,1,train,DFDS
161,train/1/Celeb-synthesis__id46_id44_0000.mp4/*.png,1,train,DFDS
162,train/1/Celeb-synthesis__id46_id43_0007.mp4/*.png,1,train,DFDS
163,train/1/Celeb-synthesis__id37_id29_0001.mp4/*.png,1,train,DFDS
164,train/1/Celeb-synthesis__id30_id9_0008.mp4/*.png,1,train,DFDS
165,train/1/Celeb-synthesis__id6_id35_0001.mp4/*.png,1,train,DFDS
166,train/1/Celeb-synthesis__id21_id2_0009.mp4/*.png,1,train,DFDS
167,train/1/Celeb-synthesis__id16_id3_0012.mp4/*.png,1,train,DFDS
168,train/1/Celeb-synthesis__id57_id58_0002.mp4/*.png,1,train,DFDS
169,train/1/Celeb-synthesis__id21_id28_0000.mp4/*.png,1,train,DFDS
170,train/1/Celeb-synthesis__id23_id6_0007.mp4/*.png,1,train,DFDS
171,train/1/Celeb-synthesis__id35_id6_0000.mp4/*.png,1,train,DFDS
172,train/1/Celeb-synthesis__id37_id26_0006.mp4/*.png,1,train,DFDS
173,train/1/Celeb-synthesis__id20_id23_0003.mp4/*.png,1,train,DFDS
174,train/1/Celeb-synthesis__id1_id0_0004.mp4/*.png,1,train,DFDS
175,train/1/Celeb-synthesis__id20_id16_0001.mp4/*.png,1,train,DFDS
176,train/1/Celeb-synthesis__id49_id58_0004.mp4/*.png,1,train,DFDS
177,train/1/Celeb-synthesis__id2_id26_0006.mp4/*.png,1,train,DFDS
178,train/1/Celeb-synthesis__id61_id5_0009.mp4/*.png,1,train,DFDS
179,train/1/Celeb-synthesis__id24_id28_0009.mp4/*.png,1,train,DFDS
180,train/1/Celeb-synthesis__id28_id3_0003.mp4/*.png,1,train,DFDS
181,train/1/Celeb-synthesis__id9_id23_0009.mp4/*.png,1,train,DFDS
182,train/1/Celeb-synthesis__id21_id1_0002.mp4/*.png,1,train,DFDS
183,train/1/Celeb-synthesis__id2_id21_0002.mp4/*.png,1,train,DFDS
184,train/1/Celeb-synthesis__id0_id20_0009.mp4/*.png,1,train,DFDS
185,train/1/Celeb-synthesis__id49_id56_0000.mp4/*.png,1,train,DFDS
186,train/1/Celeb-synthesis__id56_id55_0008.mp4/*.png,1,train,DFDS
187,train/1/Celeb-synthesis__id6_id0_0002.mp4/*.png,1,train,DFDS
188,train/1/Celeb-synthesis__id60_id59_0009.mp4/*.png,1,train,DFDS
189,train/1/Celeb-synthesis__id54_id56_0003.mp4/*.png,1,train,DFDS
190,train/1/Celeb-synthesis__id3_id20_0000.mp4/*.png,1,train,DFDS
191,train/1/Celeb-synthesis__id31_id33_0002.mp4/*.png,1,train,DFDS
192,train/1/Celeb-synthesis__id30_id17_0005.mp4/*.png,1,train,DFDS
193,train/1/Celeb-synthesis__id28_id38_0006.mp4/*.png,1,train,DFDS
194,train/1/Celeb-synthesis__id22_id27_0005.mp4/*.png,1,train,DFDS
195,train/1/Celeb-synthesis__id24_id28_0004.mp4/*.png,1,train,DFDS
196,train/1/Celeb-synthesis__id35_id33_0003.mp4/*.png,1,train,DFDS
197,train/1/Celeb-synthesis__id37_id30_0003.mp4/*.png,1,train,DFDS
198,train/1/Celeb-synthesis__id52_id50_0004.mp4/*.png,1,train,DFDS
199,train/1/Celeb-synthesis__id56_id53_0001.mp4/*.png,1,train,DFDS
200,train/1/Celeb-synthesis__id34_id35_0008.mp4/*.png,1,train,DFDS
201,train/1/Celeb-synthesis__id1_id37_0004.mp4/*.png,1,train,DFDS
202,train/1/Celeb-synthesis__id53_id56_0003.mp4/*.png,1,train,DFDS
203,train/1/Celeb-synthesis__id28_id35_0005.mp4/*.png,1,train,DFDS
204,train/1/Celeb-synthesis__id4_id35_0003.mp4/*.png,1,train,DFDS
205,train/1/Celeb-synthesis__id38_id35_0000.mp4/*.png,1,train,DFDS
206,train/1/Celeb-synthesis__id0_id21_0004.mp4/*.png,1,train,DFDS
207,train/1/Celeb-synthesis__id31_id32_0003.mp4/*.png,1,train,DFDS
208,train/1/Celeb-synthesis__id3_id26_0002.mp4/*.png,1,train,DFDS
209,train/1/Celeb-synthesis__id31_id16_0000.mp4/*.png,1,train,DFDS
210,train/1/Celeb-synthesis__id55_id57_0005.mp4/*.png,1,train,DFDS
211,train/1/Celeb-synthesis__id30_id33_0006.mp4/*.png,1,train,DFDS
212,train/1/Celeb-synthesis__id23_id9_0007.mp4/*.png,1,train,DFDS
213,train/1/Celeb-synthesis__id40_id44_0003.mp4/*.png,1,train,DFDS
214,train/1/Celeb-synthesis__id0_id20_0003.mp4/*.png,1,train,DFDS
215,train/1/Celeb-synthesis__id28_id17_0002.mp4/*.png,1,train,DFDS
216,train/1/Celeb-synthesis__id48_id45_0007.mp4/*.png,1,train,DFDS
217,train/1/Celeb-synthesis__id54_id55_0005.mp4/*.png,1,train,DFDS
218,train/1/Celeb-synthesis__id0_id9_0009.mp4/*.png,1,train,DFDS
219,train/1/Celeb-synthesis__id3_id28_0002.mp4/*.png,1,train,DFDS
220,train/1/Celeb-synthesis__id24_id22_0005.mp4/*.png,1,train,DFDS
221,train/1/Celeb-synthesis__id2_id23_0006.mp4/*.png,1,train,DFDS
222,train/1/Celeb-synthesis__id1_id0_0002.mp4/*.png,1,train,DFDS
223,train/1/Celeb-synthesis__id44_id43_0003.mp4/*.png,1,train,DFDS
224,train/1/Celeb-synthesis__id16_id23_0000.mp4/*.png,1,train,DFDS
225,train/1/Celeb-synthesis__id2_id37_0009.mp4/*.png,1,train,DFDS
226,train/1/Celeb-synthesis__id6_id31_0007.mp4/*.png,1,train,DFDS
227,train/1/Celeb-synthesis__id28_id3_0004.mp4/*.png,1,train,DFDS
228,train/1/Celeb-synthesis__id27_id21_0006.mp4/*.png,1,train,DFDS
229,train/1/Celeb-synthesis__id32_id23_0006.mp4/*.png,1,train,DFDS
230,train/1/Celeb-synthesis__id28_id25_0008.mp4/*.png,1,train,DFDS
231,train/1/Celeb-synthesis__id37_id17_0009.mp4/*.png,1,train,DFDS
232,train/1/Celeb-synthesis__id49_id55_0000.mp4/*.png,1,train,DFDS
233,train/1/Celeb-synthesis__id20_id6_0005.mp4/*.png,1,train,DFDS
234,train/1/Celeb-synthesis__id28_id35_0001.mp4/*.png,1,train,DFDS
235,train/1/Celeb-synthesis__id21_id29_0001.mp4/*.png,1,train,DFDS
236,train/1/Celeb-synthesis__id27_id19_0006.mp4/*.png,1,train,DFDS
237,train/1/Celeb-synthesis__id20_id30_0008.mp4/*.png,1,train,DFDS
238,train/1/Celeb-synthesis__id56_id57_0003.mp4/*.png,1,train,DFDS
239,train/1/Celeb-synthesis__id4_id3_0003.mp4/*.png,1,train,DFDS
240,train/1/Celeb-synthesis__id38_id28_0004.mp4/*.png,1,train,DFDS
241,train/1/Celeb-synthesis__id9_id1_0000.mp4/*.png,1,train,DFDS
242,train/1/Celeb-synthesis__id21_id3_0009.mp4/*.png,1,train,DFDS
243,train/1/Celeb-synthesis__id56_id50_0007.mp4/*.png,1,train,DFDS
244,train/1/Celeb-synthesis__id23_id3_0007.mp4/*.png,1,train,DFDS
245,train/1/Celeb-synthesis__id38_id35_0006.mp4/*.png,1,train,DFDS
246,train/1/Celeb-synthesis__id0_id4_0001.mp4/*.png,1,train,DFDS
247,train/1/Celeb-synthesis__id16_id1_0005.mp4/*.png,1,train,DFDS
248,train/1/Celeb-synthesis__id30_id21_0005.mp4/*.png,1,train,DFDS
249,train/1/Celeb-synthesis__id6_id31_0008.mp4/*.png,1,train,DFDS
250,train/1/Celeb-synthesis__id24_id23_0000.mp4/*.png,1,train,DFDS
251,train/1/Celeb-synthesis__id0_id6_0009.mp4/*.png,1,train,DFDS
252,train/1/Celeb-synthesis__id8_id0_0003.mp4/*.png,1,train,DFDS
253,train/1/Celeb-synthesis__id45_id46_0003.mp4/*.png,1,train,DFDS
254,train/1/Celeb-synthesis__id9_id4_0002.mp4/*.png,1,train,DFDS
255,train/1/Celeb-synthesis__id32_id21_0000.mp4/*.png,1,train,DFDS
256,train/1/Celeb-synthesis__id47_id45_0006.mp4/*.png,1,train,DFDS
257,train/1/Celeb-synthesis__id41_id43_0002.mp4/*.png,1,train,DFDS
258,train/1/Celeb-synthesis__id0_id16_0000.mp4/*.png,1,train,DFDS
259,train/1/Celeb-synthesis__id9_id3_0007.mp4/*.png,1,train,DFDS
260,train/1/Celeb-synthesis__id48_id47_0002.mp4/*.png,1,train,DFDS
261,train/1/Celeb-synthesis__id4_id1_0001.mp4/*.png,1,train,DFDS
262,train/1/Celeb-synthesis__id61_id5_0000.mp4/*.png,1,train,DFDS
263,train/1/Celeb-synthesis__id23_id34_0003.mp4/*.png,1,train,DFDS
264,train/1/Celeb-synthesis__id17_id31_0004.mp4/*.png,1,train,DFDS
265,train/1/Celeb-synthesis__id30_id9_0002.mp4/*.png,1,train,DFDS
266,train/1/Celeb-synthesis__id1_id16_0006.mp4/*.png,1,train,DFDS
267,train/1/Celeb-synthesis__id41_id47_0004.mp4/*.png,1,train,DFDS
268,train/1/Celeb-synthesis__id50_id53_0000.mp4/*.png,1,train,DFDS
269,train/1/Celeb-synthesis__id9_id35_0004.mp4/*.png,1,train,DFDS
270,train/1/Celeb-synthesis__id30_id38_0000.mp4/*.png,1,train,DFDS
271,train/1/Celeb-synthesis__id49_id55_0005.mp4/*.png,1,train,DFDS
272,train/1/Celeb-synthesis__id47_id40_0001.mp4/*.png,1,train,DFDS
273,train/1/Celeb-synthesis__id47_id43_0007.mp4/*.png,1,train,DFDS
274,train/1/Celeb-synthesis__id9_id6_0005.mp4/*.png,1,train,DFDS
275,train/1/Celeb-synthesis__id26_id34_0003.mp4/*.png,1,train,DFDS
276,train/1/Celeb-synthesis__id28_id29_0007.mp4/*.png,1,train,DFDS
277,train/1/Celeb-synthesis__id4_id26_0005.mp4/*.png,1,train,DFDS
278,train/1/Celeb-synthesis__id31_id2_0006.mp4/*.png,1,train,DFDS
279,train/1/Celeb-synthesis__id16_id35_0009.mp4/*.png,1,train,DFDS
280,train/1/Celeb-synthesis__id3_id28_0005.mp4/*.png,1,train,DFDS
281,train/1/Celeb-synthesis__id26_id20_0009.mp4/*.png,1,train,DFDS
282,train/1/Celeb-synthesis__id46_id43_0003.mp4/*.png,1,train,DFDS
283,train/1/Celeb-synthesis__id30_id4_0001.mp4/*.png,1,train,DFDS
284,train/1/Celeb-synthesis__id40_id43_0006.mp4/*.png,1,train,DFDS
285,train/1/Celeb-synthesis__id16_id23_0002.mp4/*.png,1,train,DFDS
286,train/1/Celeb-synthesis__id6_id28_0009.mp4/*.png,1,train,DFDS
287,train/1/Celeb-synthesis__id20_id31_0003.mp4/*.png,1,train,DFDS
288,train/1/Celeb-synthesis__id20_id37_0005.mp4/*.png,1,train,DFDS
289,train/1/Celeb-synthesis__id35_id34_0000.mp4/*.png,1,train,DFDS
290,train/1/Celeb-synthesis__id53_id57_0005.mp4/*.png,1,train,DFDS
291,train/1/Celeb-synthesis__id23_id9_0002.mp4/*.png,1,train,DFDS
292,train/1/Celeb-synthesis__id37_id32_0008.mp4/*.png,1,train,DFDS
293,train/1/Celeb-synthesis__id0_id3_0004.mp4/*.png,1,train,DFDS
294,train/1/Celeb-synthesis__id50_id49_0005.mp4/*.png,1,train,DFDS
295,train/1/Celeb-synthesis__id6_id31_0006.mp4/*.png,1,train,DFDS
296,train/1/Celeb-synthesis__id43_id42_0005.mp4/*.png,1,train,DFDS
297,train/1/Celeb-synthesis__id35_id4_0002.mp4/*.png,1,train,DFDS
298,train/1/Celeb-synthesis__id20_id23_0008.mp4/*.png,1,train,DFDS
299,train/1/Celeb-synthesis__id38_id26_0007.mp4/*.png,1,train,DFDS
300,train/1/Celeb-synthesis__id6_id28_0005.mp4/*.png,1,train,DFDS
301,train/1/Celeb-synthesis__id25_id27_0005.mp4/*.png,1,train,DFDS
302,train/1/Celeb-synthesis__id57_id52_0007.mp4/*.png,1,train,DFDS
303,train/1/Celeb-synthesis__id0_id23_0009.mp4/*.png,1,train,DFDS
304,train/1/Celeb-synthesis__id43_id40_0003.mp4/*.png,1,train,DFDS
305,train/1/Celeb-synthesis__id17_id35_0006.mp4/*.png,1,train,DFDS
306,train/1/Celeb-synthesis__id37_id26_0002.mp4/*.png,1,train,DFDS
307,train/1/Celeb-synthesis__id47_id44_0001.mp4/*.png,1,train,DFDS
308,train/1/Celeb-synthesis__id31_id29_0007.mp4/*.png,1,train,DFDS
309,train/1/Celeb-synthesis__id45_id48_0004.mp4/*.png,1,train,DFDS
310,train/1/Celeb-synthesis__id6_id16_0009.mp4/*.png,1,train,DFDS
311,train/1/Celeb-synthesis__id31_id4_0006.mp4/*.png,1,train,DFDS
312,train/1/Celeb-synthesis__id17_id21_0002.mp4/*.png,1,train,DFDS
313,train/1/Celeb-synthesis__id2_id1_0004.mp4/*.png,1,train,DFDS
314,train/1/Celeb-synthesis__id51_id57_0006.mp4/*.png,1,train,DFDS
315,train/1/Celeb-synthesis__id33_id37_0005.mp4/*.png,1,train,DFDS
316,train/1/Celeb-synthesis__id37_id9_0007.mp4/*.png,1,train,DFDS
317,train/1/Celeb-synthesis__id32_id23_0008.mp4/*.png,1,train,DFDS
318,train/1/Celeb-synthesis__id16_id28_0000.mp4/*.png,1,train,DFDS
319,train/1/Celeb-synthesis__id33_id28_0004.mp4/*.png,1,train,DFDS
320,train/1/Celeb-synthesis__id30_id35_0000.mp4/*.png,1,train,DFDS
321,train/1/Celeb-synthesis__id6_id17_0008.mp4/*.png,1,train,DFDS
322,train/1/Celeb-synthesis__id55_id53_0002.mp4/*.png,1,train,DFDS
323,train/1/Celeb-synthesis__id34_id29_0006.mp4/*.png,1,train,DFDS
324,train/1/Celeb-synthesis__id43_id48_0001.mp4/*.png,1,train,DFDS
325,train/1/Celeb-synthesis__id27_id21_0001.mp4/*.png,1,train,DFDS
326,train/1/Celeb-synthesis__id28_id25_0009.mp4/*.png,1,train,DFDS
327,train/1/Celeb-synthesis__id7_id10_0002.mp4/*.png,1,train,DFDS
328,train/1/Celeb-synthesis__id24_id21_0000.mp4/*.png,1,train,DFDS
329,train/1/Celeb-synthesis__id28_id23_0003.mp4/*.png,1,train,DFDS
330,train/1/Celeb-synthesis__id40_id42_0008.mp4/*.png,1,train,DFDS
331,train/1/Celeb-synthesis__id20_id31_0000.mp4/*.png,1,train,DFDS
